会社ID,会社名,地域,都道府県,本社所在地,営業エリア,戸建て取扱,収益不動産取扱,その他取扱物件,問い合わせフォーム,公式URL,問い合わせURL,サービスURL,電話番号,特徴・強み,根拠URL,確認日,確認状態,優先度,備考,事業者区分,公開メールアドレス,公式サイト確信度,公式サイトスコア,物上げ適性スコア,物上げ適性シグナル
RE-MLIT-11-00001778,有限会社いりそ不動産,関東,埼玉県,要確認,埼玉県,あり,要確認,土地・事業用,あり,https://www.shamaison.com/saitama/shop/area/11215/2012100011123/,https://www.shamaison.com/contact-24h.html,https://www.shamaison.com/saitama/shop/area/11215/2012100011123/,04-2959-4560,公式サイトを自動確認。戸建て取扱表記あり。問い合わせ導線あり,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2 | https://www.shamaison.com/saitama/shop/area/11215/2012100011123/ | https://www.shamaison.com/contact-24h.html,2026-07-31,自動確認済み,A,免許行政庁: 埼玉県; 免許番号: 第001778号; 自動追加日: 2026-07-28; 公式サイト自動確認日: 2026-07-31,,,,,,
RE-MLIT-11-00002848,有限会社エステー商事,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-04,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第002848号; 自動追加日: 2026-08-04,,,,,,
RE-MLIT-11-00001809,有限会社太田不動産,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-28,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第001809号; 自動追加日: 2026-07-28,,,,,,
RE-MLIT-11-00000101,有限会社旭商事,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第000101号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-11-00002755,有限会社東光商事,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-04,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第002755号; 自動追加日: 2026-08-04,,,,,,
RE-MLIT-11-00001828,有限会社武蔵野商事,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-28,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第001828号; 自動追加日: 2026-07-28,,,,,,
RE-MLIT-11-00002761,有限会社越谷商事,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-04,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第002761号; 自動追加日: 2026-08-04,,,,,,
RE-MLIT-11-00000079,株式会社三井商事,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第000079号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-11-00001550,株式会社井上不動産,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-28,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第001550号; 自動追加日: 2026-07-28,,,,,,
RE-MLIT-11-00002886,株式会社大関建設,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-04,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第002886号; 自動追加日: 2026-08-04,,,,,,
RE-MLIT-11-00001853,株式会社大陽不動産,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-28,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第001853号; 自動追加日: 2026-07-28,,,,,,
RE-MLIT-11-00001488,株式会社小野田土地建物,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-28,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第001488号; 自動追加日: 2026-07-28,,,,,,
RE-MLIT-11-00002884,株式会社尾上商事,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-04,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第002884号; 自動追加日: 2026-08-04,,,,,,
RE-MLIT-11-00000126,株式会社日和商事,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第000126号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-11-00002902,株式会社柴川不動産,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-04,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第002902号; 自動追加日: 2026-08-04,,,,,,
RE-MLIT-11-00002765,株式会社産経建設,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-04,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第002765号; 自動追加日: 2026-08-04,,,,,,
RE-MLIT-11-00000047,株式会社石井不動産,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第000047号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-11-00001522,株式会社開新社,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-28,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第001522号; 自動追加日: 2026-07-28,,,,,,
RE-MLIT-11-00001846,横田建設株式会社,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-28,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第001846号; 自動追加日: 2026-07-28,,,,,,
RE-0009,武蔵コーポレーション株式会社,関東,埼玉県,埼玉県さいたま市大宮区,関東中心,なし,あり,一棟アパート・マンション・ビル・賃貸管理,あり,https://www.musashi-corporation.com/,https://www.musashi-corporation.com/qa/investment_consultation.php,https://www.musashi-corporation.com/sell-feature/,048-788-5636,収益不動産の売買・管理・出口戦略に特化,https://www.musashi-corporation.com/sell-feature/ | https://www.musashi-corporation.com/qa/investment_consultation.php,2026-07-15,確認済み,A,居住用戸建て仲介は対象外として整理,,,,,,
RE-MLIT-11-00000001,武藏野土地株式会社,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第000001号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-11-00002935,神谷商事有限会社,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-04,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第002935号; 自動追加日: 2026-08-04,,,,,,
RE-MLIT-11-00000003,福岡土地有限会社,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第000003号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-11-00001486,秋場不動産株式会社,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-28,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第001486号; 自動追加日: 2026-07-28,,,,,,
RE-MLIT-11-00002883,秩父鉄道株式会社,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-04,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第002883号; 自動追加日: 2026-08-04,,,,,,
RE-MLIT-11-00000030,近藤不動産株式会社,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第000030号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-11-00000060,ＫＭ不動産株式会社,関東,埼玉県,要確認,埼玉県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 埼玉県; 免許番号: 第000060号; 自動追加日: 2026-07-21,,,,,,
RE-0019,みずほ不動産販売株式会社,関東,東京都,東京都中央区,首都圏・北海道・東北・中部・関西・中国・九州,あり,あり,マンション・土地・事業用・相続・資産活用,あり,https://www.mizuho-re.co.jp/,https://www.mizuho-re.co.jp/contact/,https://www.mizuho-re.co.jp/buy/investment/,要確認,全国拠点と金融グループ連携による不動産仲介,https://www.mizuho-re.co.jp/,2026-07-15,一部確認,B,投資用サービスURLは定期リンク確認が必要,,,,,,
RE-MLIT-13-00000114,レイモンド不動産 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000114号; 自動追加日: 2026-07-16,,,,,,
RE-0001,三井不動産リアルティ株式会社,関東,東京都,東京都千代田区,全国,あり,あり,マンション・土地・事業用・賃貸管理・資産活用,あり,https://www.mf-realty.jp/,https://pro.mf-realty.jp/otherInquiry/input/,https://pro.mf-realty.jp/,0120-921-582,居住用仲介と投資・収益不動産の専門サービスを展開,https://pro.mf-realty.jp/ | https://pro.mf-realty.jp/otherInquiry/input/,2026-07-15,確認済み,A,投資用戸建てを含む物件種別は個別検索で追加確認可能,,,,,,
RE-MLIT-13-00002520,三栄商事 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-02,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第002520号; 自動追加日: 2026-08-02,,,,,,
RE-0018,三菱UFJ不動産販売株式会社,関東,東京都,東京都千代田区,首都圏・名古屋・関西,あり,あり,マンション・土地・投資事業用・相続,あり,https://www.sumai1.com/,https://www.sumai1.com/contact/,https://www.sumai1.com/buyers/investment/,要確認,金融グループ系の仲介・資産承継・投資用不動産対応,https://www.sumai1.com/,2026-07-15,一部確認,B,サービスURLと問い合わせURLの定期リンク確認が必要,,,,,,
RE-MLIT-13-00001085,互興商事 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-26,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第001085号; 自動追加日: 2026-07-26,,,,,,
RE-0002,住友不動産ステップ株式会社,関東,東京都,東京都新宿区,全国,あり,あり,マンション・土地・一棟マンション・アパート・ビル,あり,https://www.stepon.co.jp/,https://www.stepon.co.jp/contact/,https://www.stepon.co.jp/pro/,0120-566-742,全国ネットワークで居住用・投資用不動産を仲介,https://www.stepon.co.jp/pro/area_13/list_13_115/cs_25_06/ | https://www.stepon.co.jp/,2026-07-15,確認済み,A,問い合わせURLは総合窓口。物件ページにも資料請求フォームあり,,,,,,
RE-MLIT-13-00000212,日本不動産 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000212号; 自動追加日: 2026-07-16,,,,,,
RE-MLIT-13-00001083,日本建設 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-26,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第001083号; 自動追加日: 2026-07-26,,,,,,
RE-MLIT-13-00001001,日興建設 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-26,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第001001号; 自動追加日: 2026-07-26,,,,,,
RE-MLIT-13-00000170,有限会社 マルミ商事,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000170号; 自動追加日: 2026-07-16,,,,,,
RE-MLIT-13-00002664,有限会社 二子玉川不動産,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-02,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第002664号; 自動追加日: 2026-08-02,,,,,,
RE-MLIT-13-00001005,有限会社 大竹商事,関東,東京都,要確認,東京都,要確認,要確認,マンション・事業用・賃貸管理,あり,https://www.ootake-shoji.co.jp/new_info/20260727info/,要確認,https://www.ootake-shoji.co.jp/new_info/20260727info/,03-3681-0556,公式サイトを自動確認。問い合わせ導線あり,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2 | https://www.ootake-shoji.co.jp/new_info/20260727info/,2026-07-28,自動確認済み,A,免許行政庁: 東京都; 免許番号: 第001005号; 自動追加日: 2026-07-26; 公式サイト自動確認日: 2026-07-28,,,,,,
RE-MLIT-13-00001077,有限会社 山商事,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-26,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第001077号; 自動追加日: 2026-07-26,,,,,,
RE-MLIT-13-00001002,朝日商事 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-26,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第001002号; 自動追加日: 2026-07-26,,,,,,
RE-0003,東急リバブル株式会社,関東,東京都,東京都渋谷区,首都圏・札幌・仙台・名古屋・関西・福岡ほか,あり,あり,マンション・土地・一棟収益・事業用・賃貸,あり,https://www.livable.co.jp/,https://www.livable.co.jp/branch/toushi-support/,https://www.livable.co.jp/fudosan-toushi-baikyaku/,0120-992-151,投資サポートセンターと全国店舗網を持つ,https://www.livable.co.jp/branch/toushi-support/ | https://www.livable.co.jp/fudosan-toushi-baikyaku/,2026-07-15,確認済み,A,投資用不動産専用窓口あり,,,,,,
RE-MLIT-13-00002622,東新産業 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-02,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第002622号; 自動追加日: 2026-08-02,,,,,,
