候補ID,免許行政庁,免許番号,会社名,都道府県,発見日,発見元URL,状態,試行回数,最終試行日,公式URL候補,メモ
MLIT-10-00000257,群馬県,000257,東神不動産株式会社,群馬県,2026-07-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-07-27,,国土交通省公開検索から自動発見
MLIT-10-00000292,群馬県,000292,小林工業株式会社,群馬県,2026-07-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-07-27,,国土交通省公開検索から自動発見
MLIT-10-00000302,群馬県,000302,朝日開発興業株式会社,群馬県,2026-07-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-07-27,,国土交通省公開検索から自動発見
MLIT-13-00001001,東京都,001001,日興建設 株式会社,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-27,,国土交通省公開検索から自動発見
MLIT-13-00001002,東京都,001002,朝日商事 株式会社,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-27,,国土交通省公開検索から自動発見
MLIT-13-00001006,東京都,001006,株式会社 山口,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-28,,国土交通省公開検索から自動発見
MLIT-13-00001077,東京都,001077,有限会社 山商事,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-28,,国土交通省公開検索から自動発見
MLIT-13-00001083,東京都,001083,日本建設 株式会社,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-28,,国土交通省公開検索から自動発見
MLIT-13-00001084,東京都,001084,福田企業 株式会社,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-28,,国土交通省公開検索から自動発見
MLIT-13-00001085,東京都,001085,互興商事 株式会社,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-28,,国土交通省公開検索から自動発見
MLIT-13-00001141,東京都,001141,株式会社 電話住宅相談所,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-28,,国土交通省公開検索から自動発見
MLIT-13-00001157,東京都,001157,町ビルディング 株式会社,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-28,,国土交通省公開検索から自動発見
MLIT-14-00001608,神奈川県,001608,川崎北部開発 株式会社,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-29,,国土交通省公開検索から自動発見
MLIT-14-00001610,神奈川県,001610,有限会社 柏菱,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-29,,国土交通省公開検索から自動発見
MLIT-14-00001691,神奈川県,001691,一般財団法人 伊勢原市事業公社,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-29,,国土交通省公開検索から自動発見
MLIT-14-00001724,神奈川県,001724,末広土地建物 株式会社,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-29,,国土交通省公開検索から自動発見
MLIT-14-00001737,神奈川県,001737,丸万不動産 有限会社,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-29,,国土交通省公開検索から自動発見
MLIT-14-00001740,神奈川県,001740,大和商事 株式会社,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-29,,国土交通省公開検索から自動発見
MLIT-14-00001771,神奈川県,001771,株式会社 日建,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-29,,国土交通省公開検索から自動発見
MLIT-14-00001851,神奈川県,001851,有限会社 吉浜不動産,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-29,,国土交通省公開検索から自動発見
MLIT-14-00001852,神奈川県,001852,オーナーズ商事 有限会社,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-30,,国土交通省公開検索から自動発見
MLIT-14-00001880,神奈川県,001880,第一商事 株式会社,神奈川県,2026-07-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-30,,国土交通省公開検索から自動発見
MLIT-11-00001486,埼玉県,001486,秋場不動産株式会社,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-30,,国土交通省公開検索から自動発見
MLIT-11-00001488,埼玉県,001488,株式会社小野田土地建物,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-30,,国土交通省公開検索から自動発見
MLIT-11-00001522,埼玉県,001522,株式会社開新社,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-30,,国土交通省公開検索から自動発見
MLIT-11-00001550,埼玉県,001550,株式会社井上不動産,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-30,,国土交通省公開検索から自動発見
MLIT-11-00001672,埼玉県,001672,富貴不動産株式会社,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-30,,国土交通省公開検索から自動発見
MLIT-11-00001809,埼玉県,001809,有限会社太田不動産,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-31,,国土交通省公開検索から自動発見
MLIT-11-00001828,埼玉県,001828,有限会社武蔵野商事,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-31,,国土交通省公開検索から自動発見
MLIT-11-00001846,埼玉県,001846,横田建設株式会社,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-31,,国土交通省公開検索から自動発見
MLIT-11-00001853,埼玉県,001853,株式会社大陽不動産,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-31,,国土交通省公開検索から自動発見
MLIT-12-00001683,千葉県,001683,結城建設株式会社,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-31,,国土交通省公開検索から自動発見
MLIT-12-00001703,千葉県,001703,有限会社岡田不動産,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-31,,国土交通省公開検索から自動発見
MLIT-12-00001744,千葉県,001744,印南興業株式会社,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-07-31,,国土交通省公開検索から自動発見
MLIT-12-00001746,千葉県,001746,山田不動産株式会社,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-01,,国土交通省公開検索から自動発見
MLIT-12-00001790,千葉県,001790,大英建設株式会社,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-01,,国土交通省公開検索から自動発見
MLIT-12-00001794,千葉県,001794,正直不動産株式会社,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-01,,国土交通省公開検索から自動発見
MLIT-12-00001796,千葉県,001796,有限会社牧野産業,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-01,,国土交通省公開検索から自動発見
MLIT-12-00001799,千葉県,001799,有限会社植松商事,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-01,,国土交通省公開検索から自動発見
MLIT-12-00001809,千葉県,001809,株式会社冨商事,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-01,,国土交通省公開検索から自動発見
MLIT-08-00001262,茨城県,001262,株式会社赤尾杉,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-01,,国土交通省公開検索から自動発見
MLIT-08-00001302,茨城県,001302,荒沢不動産,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-02,,国土交通省公開検索から自動発見
MLIT-08-00001306,茨城県,001306,株式会社新栄土地,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-02,,国土交通省公開検索から自動発見
MLIT-08-00001321,茨城県,001321,株式会社水戸地産,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-02,,国土交通省公開検索から自動発見
MLIT-08-00001345,茨城県,001345,株式会社中野商事,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-02,,国土交通省公開検索から自動発見
MLIT-08-00001391,茨城県,001391,有限会社東栄,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-02,,国土交通省公開検索から自動発見
MLIT-08-00001434,茨城県,001434,池田林業株式会社,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-02,,国土交通省公開検索から自動発見
MLIT-08-00001437,茨城県,001437,斉丸土地,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-02,,国土交通省公開検索から自動発見
MLIT-08-00001443,茨城県,001443,マルカン商事有限会社,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-03,,国土交通省公開検索から自動発見
MLIT-09-00000883,栃木県,000883,株式会社 むぎくら,栃木県,2026-07-31,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-03,,国土交通省公開検索から自動発見
